
Time                   I        S        U           D    User  SystemWait  Idle  Bi      Bo    Select      Insert      Update      Delete      Commit      Rollback    Errors        TPM      TPS     Users       Response I     S     U     D      
17:19:30 6223     16765    12636    4167     0     0     0     0     0       0       16765       6223        12636       4167        23026       0           0        39791    873     [4/4]       7936     1741  593   427   2271  
17:19:31 6233     16849    12690    4182     0     0     0     0     0       0       16849       6233        12690       4182        23105       0           0        39954    726     [4/4]       7932     19741 8119  20256 3996  
17:19:32 6238     16901    12715    4186     0     0     0     0     0       0       16901       6238        12715       4186        23139       0           0        40040    528     [4/4]       7935     16530 6204  16387 16368 
17:19:33 6234     16959    12780    4192     0     0     0     0     0       0       16959       6234        12780       4192        23206       0           0        40165    699     [4/4]       7930     22964 8234  28084 29692 
17:19:34 6252     16991    12801    4202     0     0     0     0     0       0       16991       6252        12801       4202        23255       0           0        40246    534     [4/4]       7934     29812 4938  14725 15812 
17:19:35 6249     17057    12818    4185     0     0     0     0     0       0       17057       6249        12818       4185        23252       0           0        40309    564     [4/4]       7936     22758 5149  19695 14487 
17:19:36 6277     17083    12855    4197     0     0     0     0     0       0       17083       6277        12855       4197        23329       0           0        40412    561     [4/4]       7937     19930 7228  14702 22374 
17:19:37 6334     17184    12943    4238     0     0     0     0     0       0       17184       6334        12943       4238        23515       0           0        40699    1092    [4/4]       7917     3460  660   22163 11005 
17:19:38 6392     17380    13040    4269     0     0     0     0     0       0       17380       6391        13040       4269        23700       0           0        41081    844     [4/4]       7906     19775 5921  21937 21661 
17:19:39 6370     17303    12968    4240     0     0     0     0     0       0       17303       6370        12967       4240        23577       0           0        40881    564     [4/4]       7909     12313 3697  32116 23938 
17:19:40 6381     17307    12970    4239     0     0     0     0     0       0       17307       6381        12970       4239        23590       0           0        40897    595     [4/4]       7908     25938 5083  13744 17193 
17:19:41 6356     17222    12962    4230     0     0     0     0     0       0       17222       6356        12962       4230        23548       0           0        40770    515     [4/4]       7911     21034 5051  16068 8012  
17:19:42 6306     17143    12910    4218     0     0     0     0     0       0       17143       6306        12910       4218        23434       0           0        40577    464     [4/4]       7915     25051 10636 27061 3802  
17:19:43 6291     17185    12942    4222     0     0     0     0     0       0       17185       6291        12942       4222        23455       0           0        40640    517     [4/4]       7918     20005 8341  17984 21076 
17:19:44 6287     17163    12934    4241     0     0     0     0     0       0       17163       6287        12934       4241        23462       0           0        40625    536     [4/4]       7920     8196  444   10635 19103 
17:19:45 6347     17342    13057    4269     0     0     0     0     0       0       17342       6347        13057       4269        23673       0           0        41015    1061    [4/4]       7902     13223 4635  11359 19137 
17:19:46 6310     17244    12993    4254     0     0     0     0     0       0       17244       6310        12993       4254        23557       0           0        40801    839     [4/4]       7893     21982 10993 24894 6028  
17:19:47 6339     17216    13015    4265     0     0     0     0     0       0       17216       6339        13015       4265        23619       0           0        40835    597     [4/4]       7892     14886 8666  8923  23824 
17:19:48 6280     17117    12972    4243     0     0     0     0     0       0       17117       6280        12972       4243        23495       0           0        40612    537     [4/4]       7894     23060 8920  21882 12082 
17:19:49 6270     17072    12938    4228     0     0     0     0     0       0       17072       6270        12938       4228        23436       0           0        40508    551     [4/4]       7896     24080 470   11993 12808 
17:19:50 6282     17076    12926    4238     0     0     0     0     0       0       17076       6282        12926       4238        23446       0           0        40522    489     [4/4]       7900     25714 5840  16971 4889  
17:19:51 6277     17058    12891    4235     0     0     0     0     0       0       17058       6277        12891       4235        23403       0           0        40461    488     [4/4]       7905     26053 5798  20860 29991 
17:19:52 6253     16965    12805    4217     0     0     0     0     0       0       16965       6253        12805       4217        23275       0           0        40240    466     [4/4]       7909     13740 9172  20979 18010 
17:19:53 6222     16887    12740    4204     0     0     0     0     0       0       16886       6222        12740       4204        23166       0           0        40053    676     [4/4]       7908     2856  323   463   28112 
17:19:54 6190     16807    12655    4186     0     0     0     0     0       0       16807       6190        12655       4186        23031       0           0        39838    477     [4/4]       7914     3447  743   4842  2794  
17:19:55 6207     16880    12702    4202     0     0     0     0     0       0       16880       6207        12702       4202        23111       0           0        39991    644     [4/4]       7912     26950 1304  11410 2075  
17:19:56 6198     16846    12669    4175     0     0     0     0     0       0       16846       6198        12669       4175        23042       0           0        39888    584     [4/4]       7912     2033  316   4731  12734 
17:19:57 6050     16441    12366    4089     0     0     0     0     0       0       16441       6050        12366       4089        22505       0           0        38946    638     [4/4]       7910     11257 4023  4818  2900  
17:19:58 6073     16469    12431    4106     0     0     0     0     0       0       16469       6073        12431       4106        22610       0           0        39079    597     [4/4]       7911     3321  706   5231  544   
17:19:59 6368     17242    12962    4295     0     0     0     0     0       0       17242       6368        12962       4295        23625       0           0        40867    2246    [4/4]       7848     15899 5031  6536  11784 
17:20:00 6381     17307    12995    4309     0     0     0     0     0       0       17307       6381        12995       4309        23685       0           0        40992    623     [4/4]       7848     10010 10224 25845 28965 
17:20:01 6316     17130    12853    4284     0     0     0     0     0       0       17130       6316        12853       4284        23453       0           0        40583    450     [4/4]       7854     18836 4124  12965 22829 
17:20:02 6314     17111    12888    4306     0     0     0     0     0       0       17111       6314        12888       4306        23508       0           0        40619    504     [4/4]       7857     8968  879   15820 9770  
17:20:03 6315     17154    12938    4312     0     0     0     0     0       0       17154       6315        12938       4312        23565       0           0        40719    734     [4/4]       7851     22109 5143  19879 8786  
17:20:04 6287     17083    12865    4300     0     0     0     0     0       0       17083       6287        12865       4300        23452       0           0        40535    484     [4/4]       7856     24104 1248  35459 20584 
17:20:05 6263     17018    12817    4275     0     0     0     0     0       0       17018       6263        12817       4275        23355       0           0        40373    501     [4/4]       7861     30918 6217  24071 22999 
17:20:06 6278     17104    12895    4314     0     0     0     0     0       0       17104       6278        12895       4314        23487       0           0        40591    587     [4/4]       7862     23975 10916 21968 17030 
17:20:07 6147     16846    12697    4254     0     0     0     0     0       0       16846       6147        12697       4254        23098       0           0        39944    527     [4/4]       7864     22682 1275  22523 26861 
17:20:08 6152     16820    12725    4272     0     0     0     0     0       0       16820       6152        12725       4272        23149       0           0        39969    500     [4/4]       7869     30969 4211  11176 14036 
17:20:09 6195     16852    12754    4289     0     0     0     0     0       0       16852       6195        12754       4289        23238       0           0        40090    806     [4/4]       7861     17816 1277  7511  7726  
17:20:10 6222     16951    12816    4308     0     0     0     0     0       0       16951       6222        12816       4308        23346       0           0        40297    672     [4/4]       7858     23651 6934  8619  24074 
17:20:11 6233     17045    12872    4325     0     0     0     0     0       0       17045       6233        12872       4325        23430       0           0        40475    648     [4/4]       7857     28949 2782  31758 3799  
17:20:12 6246     17103    12920    4326     0     0     0     0     0       0       17103       6246        12920       4326        23492       0           0        40595    573     [4/4]       7859     29786 8060  23998 9729  
17:20:13 6213     17001    12861    4299     0     0     0     0     0       0       17001       6213        12861       4299        23373       0           0        40374    507     [4/4]       7862     14301 459   4461  14617 
17:20:14 6197     16883    12766    4273     0     0     0     0     0       0       16883       6197        12766       4273        23236       0           0        40119    395     [4/4]       7868     2363  394   2334  2875  
17:20:15 6172     16920    12720    4247     0     0     0     0     0       0       16920       6172        12720       4247        23139       0           0        40059    1105    [4/4]       7852     24353 4631  18932 1919  
17:20:16 6173     16941    12741    4245     0     0     0     0     0       0       16941       6173        12741       4245        23159       0           0        40100    522     [4/4]       7855     2509  365   462   2258  
17:20:17 6159     16898    12689    4242     0     0     0     0     0       0       16898       6159        12689       4242        23090       0           0        39988    461     [4/4]       7860     21954 5303  28322 21913 
17:20:18 6149     16899    12690    4239     0     0     0     0     0       0       16899       6149        12690       4239        23078       0           0        39977    431     [4/4]       7866     26559 6917  29212 13081 
17:20:19 6157     17003    12689    4253     0     0     0     0     0       0       17003       6157        12689       4253        23099       0           0        40102    642     [4/4]       7866     27235 5428  24922 16232 
17:20:20 6053     16750    12484    4183     0     0     0     0     0       0       16750       6053        12484       4183        22720       0           0        39470    487     [4/4]       7871     3616  1123  1908  1598  
17:20:21 6110     16942    12626    4207     0     0     0     0     0       0       16942       6110        12626       4207        22943       0           0        39885    1460    [4/4]       7841     16946 4433  9893  17909 
17:20:22 6113     16979    12677    4196     0     0     0     0     0       0       16979       6113        12677       4196        22986       0           0        39965    639     [4/4]       7840     25972 2181  28011 21758 
17:20:23 6120     16988    12668    4216     0     0     0     0     0       0       16988       6120        12668       4216        23004       0           0        39992    503     [4/4]       7842     29127 2088  10080 21907 
17:20:24 6118     16929    12644    4204     0     0     0     0     0       0       16929       6118        12644       4204        22966       0           0        39895    493     [4/4]       7846     20929 8024  15795 10003 
17:20:25 5975     16547    12252    4108     0     0     0     0     0       0       16547       5975        12252       4108        22335       0           0        38882    481     [4/4]       7851     24927 10976 32695 7129  
17:20:26 5952     16374    12187    4070     0     0     0     0     0       0       16374       5952        12187       4070        22209       0           0        38583    649     [4/4]       7848     15948 2100  18061 31707 
17:20:27 6031     16581    12367    4138     0     0     0     0     0       0       16581       6031        12367       4138        22536       0           0        39117    1021    [4/4]       7833     16589 10528 19783 16603 
17:20:28 6077     16698    12468    4154     0     0     0     0     0       0       16698       6077        12468       4154        22699       0           0        39397    732     [4/4]       7829     18136 10975 15002 9236  
17:20:29 6019     16574    12384    4123     0     0     0     0     0       0       16574       6019        12384       4123        22526       0           0        39100    461     [4/4]       7834     27988 3792  10948 30084 
17:20:30 5948     16378    12276    4077     0     0     0     0     0       0       16378       5948        12276       4077        22301       0           0        38679    452     [4/4]       7839     17885 8893  15783 17225 
17:20:31 6048     16534    12378    4086     0     0     0     0     0       0       16535       6048        12378       4086        22512       0           0        39046    1093    [4/4]       7823     19949 3357  7598  16833 
17:20:32 6051     16582    12386    4090     0     0     0     0     0       0       16582       6051        12386       4090        22527       0           0        39109    591     [4/4]       7825     24605 5806  6309  15018 
17:20:33 6036     16462    12273    4066     0     0     0     0     0       0       16462       6036        12273       4066        22375       0           0        38837    427     [4/4]       7831     26033 6889  28942 17675 
17:20:34 6031     16449    12263    4055     0     0     0     0     0       0       16449       6031        12263       4055        22349       0           0        38798    495     [4/4]       7835     1779  293   2519  2115  
17:20:35 6075     16478    12346    4057     0     0     0     0     0       0       16478       6075        12346       4057        22478       0           0        38956    722     [4/4]       7831     11266 7808  13385 2380  
17:20:36 6052     16453    12313    4048     0     0     0     0     0       0       16453       6052        12313       4048        22413       0           0        38866    471     [4/4]       7836     3117  341   1836  1719  
17:20:37 6099     16592    12421    4081     0     0     0     0     0       0       16592       6099        12421       4081        22601       0           0        39193    1419    [4/4]       7809     26924 9448  13855 26862 
17:20:38 6061     16470    12347    4053     0     0     0     0     0       0       16470       6061        12347       4053        22461       0           0        38931    582     [4/4]       7810     17638 6307  12241 2521  
17:20:39 6073     16466    12380    4058     0     0     0     0     0       0       16466       6073        12380       4058        22511       0           0        38977    610     [4/4]       7809     1882  323   3105  4835  
17:20:40 6099     16632    12491    4087     0     0     0     0     0       0       16632       6099        12491       4087        22677       0           0        39309    927     [4/4]       7801     16046 5781  19717 7339  
17:20:41 6119     16662    12494    4103     0     0     0     0     0       0       16662       6119        12494       4103        22716       0           0        39378    584     [4/4]       7802     34998 3188  21304 15732 
17:20:42 6143     16689    12483    4121     0     0     0     0     0       0       16689       6143        12483       4121        22747       0           0        39436    522     [4/4]       7804     30889 11004 13037 18021 
17:20:43 6141     16695    12479    4134     0     0     0     0     0       0       16695       6141        12479       4134        22754       0           0        39449    530     [4/4]       7806     17794 7923  20902 14863 
17:20:44 6137     16680    12457    4119     0     0     0     0     0       0       16680       6137        12457       4119        22713       0           0        39393    480     [4/4]       7810     33718 4890  25874 26768 
17:20:45 6087     16601    12372    4094     0     0     0     0     0       0       16601       6087        12372       4094        22553       0           0        39154    822     [4/4]       7804     23827 10716 15960 32823 
17:20:46 6132     16717    12465    4100     0     0     0     0     0       0       16717       6132        12465       4100        22697       0           0        39414    1099    [4/4]       7789     27666 3235  12838 16712 
17:20:47 6133     16720    12503    4092     0     0     0     0     0       0       16720       6133        12503       4092        22728       0           0        39448    631     [4/4]       7787     26691 7113  27800 29973 
17:20:48 6155     16740    12487    4085     0     0     0     0     0       0       16740       6155        12487       4085        22727       0           0        39467    556     [4/4]       7790     24968 7097  23958 20698 
17:20:49 6157     16711    12468    4076     0     0     0     0     0       0       16711       6157        12468       4076        22701       0           0        39412    496     [4/4]       7793     16614 5132  17019 21765 
17:20:50 6276     17057    12775    4155     0     0     0     0     0       0       17057       6276        12775       4155        23206       0           0        40263    1340    [4/4]       7770     25989 2970  6680  7942  
17:20:51 6333     17233    12903    4188     0     0     0     0     0       0       17233       6333        12903       4188        23424       0           0        40657    882     [4/4]       7762     20768 5091  9001  9847  
17:20:52 6324     17246    12934    4194     0     0     0     0     0       0       17246       6324        12934       4194        23452       0           0        40698    507     [4/4]       7765     21871 7878  14214 11808 
17:20:53 6303     17177    12867    4173     0     0     0     0     0       0       17177       6304        12867       4173        23344       0           0        40520    498     [4/4]       7769     28759 6089  28984 12071 
17:20:54 6411     17488    13063    4244     0     0     0     0     0       0       17488       6411        13063       4244        23718       0           0        41206    1163    [4/4]       7752     2249  381   2082  1722  
17:20:55 6412     17497    13053    4235     0     0     0     0     0       0       17497       6412        13053       4235        23700       0           0        41197    635     [4/4]       7752     4180  1263  17950 3757  
17:20:56 6622     18072    13429    4373     0     0     0     0     0       0       18072       6622        13429       4373        24424       0           0        42496    1883    [4/4]       7713     14894 4227  18189 9849  
17:20:57 6628     18063    13423    4348     0     0     0     0     0       0       18063       6628        13423       4348        24399       0           0        42462    604     [4/4]       7713     7472  6964  15218 9545  
17:20:58 6664     18146    13485    4377     0     0     0     0     0       0       18146       6664        13485       4377        24526       0           0        42672    807     [4/4]       7707     3694  879   2703  3835  
17:20:59 6505     17660    13174    4271     0     0     0     0     0       0       17660       6505        13174       4271        23950       0           0        41610    1184    [4/4]       7688     28801 9177  21022 32921 
17:21:00 6516     17673    13214    4273     0     0     0     0     0       0       17673       6516        13214       4273        24003       0           0        41676    689     [4/4]       7686     25856 3968  6921  9971  
17:21:01 6551     17869    13313    4317     0     0     0     0     0       0       17869       6551        13313       4317        24181       0           0        42050    824     [4/4]       7681     13981 957   5659  8693  
17:21:02 6586     18003    13398    4332     0     0     0     0     0       0       18003       6586        13398       4332        24316       0           0        42319    773     [4/4]       7676     18825 3097  25046 28247 
17:21:03 6565     17912    13366    4320     0     0     0     0     0       0       17912       6565        13366       4320        24251       0           0        42163    578     [4/4]       7677     14884 6930  16755 9950  
17:21:04 6654     18146    13541    4362     0     0     0     0     0       0       18146       6654        13541       4362        24557       0           0        42703    1024    [4/4]       7665     19765 46727 64496 18141 
17:21:05 6683     18212    13604    4387     0     0     0     0     0       0       18212       6683        13604       4387        24674       0           0        42886    684     [4/4]       7662     28060 6301  23383 31909 
17:21:06 6671     18210    13541    4382     0     0     0     0     0       0       18210       6671        13541       4382        24594       0           0        42804    505     [4/4]       7666     23891 9179  20044 12787 
17:21:07 6669     18211    13545    4386     0     0     0     0     0       0       18211       6669        13545       4386        24600       0           0        42811    534     [4/4]       7668     19024 8098  12873 12101 
